model,frequency_rank,lexical_first_token,count,share
Qwen2.5-14B,74,Baby,1,0.0012239902080783353
Qwen2.5-14B,75,Given,1,0.0012239902080783353
Qwen2.5-14B,76,An,1,0.0012239902080783353
Qwen2.5-14B,77,Istanbul,1,0.0012239902080783353
Qwen2.5-14B,78,According,1,0.0012239902080783353
Qwen2.5-14B,79,Cats,1,0.0012239902080783353
Qwen2.5-14B,80,Diamonds,1,0.0012239902080783353
Qwen2.5-14B,81,Stars,1,0.0012239902080783353
Qwen2.5-14B,82,Karma,1,0.0012239902080783353
Qwen2.5-14B,83,French,1,0.0012239902080783353
Qwen2.5-14B,84,British,1,0.0012239902080783353
Qwen2.5-14B,85,Fire,1,0.0012239902080783353
Qwen2.5-14B,86,Bears,1,0.0012239902080783353
Qwen2.5-14B,87,Deep,1,0.0012239902080783353
Qwen2.5-14B,88,Eating,1,0.0012239902080783353
Qwen2.5-14B,89,Mozart,1,0.0012239902080783353
Qwen2.5-14B,90,Tiger,1,0.0012239902080783353
Qwen2.5-14B,91,Scholars,1,0.0012239902080783353
Qwen2.5-14B,92,Agenda,1,0.0012239902080783353
Qwen2.5-14B,93,Al,1,0.0012239902080783353
Qwen2.5-14B,94,Sugar,1,0.0012239902080783353
Qwen2.5-14B,95,Oxford,1,0.0012239902080783353
Qwen2.5-14B,96,Baseball,1,0.0012239902080783353
Qwen2.5-14B,97,Gandhi,1,0.0012239902080783353
Qwen2.5-14B,98,Mason,1,0.0012239902080783353
Qwen2.5-14B,99,Mark,1,0.0012239902080783353
Qwen2.5-14B,100,Science,1,0.0012239902080783353
Qwen2.5-14B,101,Lung,1,0.0012239902080783353
Qwen2.5-14B,102,Ba,1,0.0012239902080783353
Qwen2.5-14B,103,Barg,1,0.0012239902080783353
Qwen2.5-14B,104,Belarus,1,0.0012239902080783353
Qwen2.5-14B,105,Countries,1,0.0012239902080783353
Qwen2.5-14B,106,Germans,1,0.0012239902080783353
Qwen2.5-14B,107,US,1,0.0012239902080783353
Qwen2.5-14B,108,By,1,0.0012239902080783353
Qwen2.5-14B,109,Brit,1,0.0012239902080783353
Qwen2.5-14B,110,Scotland,1,0.0012239902080783353
Qwen2.5-14B,111,Northern,1,0.0012239902080783353
Qwen2.5-14B,112,Luxembourg,1,0.0012239902080783353
Qwen2.5-14B,113,Russia,1,0.0012239902080783353
Qwen2.5-14B,114,Extreme,1,0.0012239902080783353
Qwen2.5-14B,115,Someone,1,0.0012239902080783353
Qwen2.5-14B,116,H,1,0.0012239902080783353
Qwen2.5-14B,117,Students,1,0.0012239902080783353
Qwen2.5-14B,118,SOS,1,0.0012239902080783353
Qwen2.5-14B,119,Miami,1,0.0012239902080783353
Qwen2.5-14B,120,San,1,0.0012239902080783353
Qwen2.5-14B,121,Quebec,1,0.0012239902080783353
Qwen2.5-14B,122,London,1,0.0012239902080783353
Qwen2.5-14B,123,Martin,1,0.0012239902080783353
Qwen2.5-14B,124,Hillary,1,0.0012239902080783353
Qwen2.5-14B,125,Raphael,1,0.0012239902080783353
Qwen2.5-14B,126,Wa,1,0.0012239902080783353
Qwen2.5-14B,127,Scott,1,0.0012239902080783353
Qwen2.5-14B,128,Huntington,1,0.0012239902080783353
Qwen2.5-14B,129,Gan,1,0.0012239902080783353
Qwen2.5-14B,130,Gas,1,0.0012239902080783353
Qwen2.5-14B,131,Linden,1,0.0012239902080783353
Qwen2.5-14B,132,Mad,1,0.0012239902080783353
Qwen2.5-14B,133,Go,1,0.0012239902080783353
Qwen2.5-14B,134,S,1,0.0012239902080783353
Qwen2.5-14B,135,Ts,1,0.0012239902080783353
Qwen2.5-14B,136,Jur,1,0.0012239902080783353
Qwen2.5-14B,137,Brunswick,1,0.0012239902080783353
Qwen2.5-14B,138,Ban,1,0.0012239902080783353
Qwen2.5-14B,139,Luis,1,0.0012239902080783353
Qwen2.5-14B,140,Ruth,1,0.0012239902080783353
Qwen2.5-14B,141,Boston,1,0.0012239902080783353
Qwen2.5-14B,142,Denmark,1,0.0012239902080783353
Qwen2.5-14B,143,Israel,1,0.0012239902080783353
Qwen2.5-14B,144,New,1,0.0012239902080783353
Qwen2.5-14B,145,Paris,1,0.0012239902080783353
Qwen2.5-14B,146,Man,1,0.0012239902080783353
Qwen2.5-14B,147,India,1,0.0012239902080783353
Qwen2.5-14B,148,Estonia,1,0.0012239902080783353
Qwen2.5-14B,149,Christians,1,0.0012239902080783353
Qwen2.5-14B,150,Brian,1,0.0012239902080783353
Qwen2.5-14B,151,Scientists,1,0.0012239902080783353
Qwen2.5-14B,152,Bitcoin,1,0.0012239902080783353
Qwen2.5-14B,153,Property,1,0.0012239902080783353
Qwen2.5-14B,154,We,1,0.0012239902080783353
Qwen2.5-14B,155,Electronics,1,0.0012239902080783353
Qwen2.5-14B,156,Africa,1,0.0012239902080783353
Qwen2.5-14B,157,Hampshire,1,0.0012239902080783353
Qwen2.5-14B,158,America,1,0.0012239902080783353
Qwen2.5-14B,159,Switzerland,1,0.0012239902080783353
Qwen2.5-14B,160,Has,1,0.0012239902080783353
Qwen2.5-14B,161,Lear,1,0.0012239902080783353
Qwen2.5-14B,162,Rome,1,0.0012239902080783353
Qwen2.5-14B,163,Philadelphia,1,0.0012239902080783353
Qwen2.5-14B,164,Mexican,1,0.0012239902080783353
Qwen2.5-14B,165,Domin,1,0.0012239902080783353
Qwen2.5-14B,166,Perkins,1,0.0012239902080783353
Qwen2.5-14B,167,Cres,1,0.0012239902080783353
Qwen2.5-14B,168,Love,1,0.0012239902080783353
Qwen2.5-14B,169,Arab,1,0.0012239902080783353
Qwen2.5-14B,170,Union,1,0.0012239902080783353
Qwen2.5-14B,171,Ul,1,0.0012239902080783353
Qwen2.5-14B,172,Linear,1,0.0012239902080783353
Qwen2.5-14B,173,Sym,1,0.0012239902080783353
Qwen2.5-14B,174,Auckland,1,0.0012239902080783353
Qwen2.5-14B,175,Belfast,1,0.0012239902080783353
Qwen2.5-14B,176,Queen,1,0.0012239902080783353
Qwen2.5-14B,177,Rock,1,0.0012239902080783353
Qwen2.5-14B,178,Vision,1,0.0012239902080783353
Qwen2.5-14B,179,Under,1,0.0012239902080783353
Qwen2.5-14B,180,Your,1,0.0012239902080783353
Qwen2.5-14B,181,Powder,1,0.0012239902080783353
Qwen2.5-14B,182,Pang,1,0.0012239902080783353
Qwen2.5-14B,183,Por,1,0.0012239902080783353
Qwen2.5-14B,184,Type,1,0.0012239902080783353
Qwen2.5-14B,185,O,1,0.0012239902080783353
Qwen2.5-14B,186,Sarah,1,0.0012239902080783353
Qwen2.5-14B,187,As,1,0.0012239902080783353
Qwen2.5-14B,188,Im,1,0.0012239902080783353
Qwen2.5-14B,189,World,1,0.0012239902080783353
Qwen2.5-14B,190,P,1,0.0012239902080783353
Qwen2.5-14B,191,Robert,1,0.0012239902080783353
Qwen2.5-14B,192,Many,1,0.0012239902080783353
Qwen2.5-14B,193,Greek,1,0.0012239902080783353
Qwen2.5-14B,194,Le,1,0.0012239902080783353
Qwen2.5-14B,195,Wild,1,0.0012239902080783353
Qwen2.5-14B,196,Iron,1,0.0012239902080783353
Qwen2.5-14B,197,Himal,1,0.0012239902080783353
Qwen2.5-14B,198,Ant,1,0.0012239902080783353
Qwen2.5-14B,199,Claud,1,0.0012239902080783353
Qwen2.5-14B,200,Nin,1,0.0012239902080783353
Qwen2.5-14B,201,Knights,1,0.0012239902080783353
Qwen2.5-14B,202,Napoleon,1,0.0012239902080783353
Qwen2.5-14B,203,NASA,1,0.0012239902080783353
Qwen2.5-14B,204,AD,1,0.0012239902080783353
Qwen2.5-14B,205,Sirius,1,0.0012239902080783353
Qwen2.5-14B,206,Light,1,0.0012239902080783353
Qwen2.5-14B,207,Critical,1,0.0012239902080783353
Qwen2.5-14B,208,Brain,1,0.0012239902080783353
Qwen2.5-14B,209,Archae,1,0.0012239902080783353
Qwen2.5-14B,210,Air,1,0.0012239902080783353
Qwen2.5-14B,211,Chart,1,0.0012239902080783353
Qwen2.5-14B,212,Drinking,1,0.0012239902080783353
Qwen2.5-14B,213,LSD,1,0.0012239902080783353
Qwen2.5-14B,214,Cannabis,1,0.0012239902080783353
Qwen2.5-14B,215,Cin,1,0.0012239902080783353
Qwen2.5-14B,216,Sn,1,0.0012239902080783353
Qwen2.5-14B,217,Dream,1,0.0012239902080783353
Qwen2.5-14B,218,Bill,1,0.0012239902080783353
Qwen2.5-14B,219,White,1,0.0012239902080783353
Qwen2.5-14B,220,Harvard,1,0.0012239902080783353
Qwen2.5-14B,221,Blond,1,0.0012239902080783353
Qwen2.5-14B,222,Black,1,0.0012239902080783353
Qwen2.5-14B,223,Doctors,1,0.0012239902080783353
Qwen2.5-14B,224,Rain,1,0.0012239902080783353
Qwen2.5-14B,225,J,1,0.0012239902080783353
Qwen2.5-14B,226,Chinese,1,0.0012239902080783353
Qwen2.5-14B,227,Gerald,1,0.0012239902080783353
Qwen2.5-14B,228,King,1,0.0012239902080783353
Qwen2.5-7B,1,No,99,0.1211750305997552
Qwen2.5-7B,2,The,92,0.11260709914320685
Qwen2.5-7B,3,I,68,0.0832313341493268
Qwen2.5-7B,4,There,60,0.07343941248470012
Qwen2.5-7B,5,Nothing,54,0.06609547123623011
Qwen2.5-7B,6,Yes,42,0.051407588739290085
Qwen2.5-7B,7,You,31,0.037943696450428395
Qwen2.5-7B,8,It,28,0.03427172582619339
Qwen2.5-7B,9,If,24,0.02937576499388005
Qwen2.5-7B,10,People,23,0.028151774785801713
Qwen2.5-7B,11,Very,12,0.014687882496940025
Qwen2.5-7B,12,In,7,0.008567931456548347
Qwen2.5-7B,13,A,6,0.0073439412484700125
Qwen2.5-7B,14,Humans,5,0.006119951040391677
Qwen2.5-7B,15,All,5,0.006119951040391677
Qwen2.5-7B,16,Food,5,0.006119951040391677
Qwen2.5-7B,17,Americans,4,0.004895960832313341
Qwen2.5-7B,18,Most,4,0.004895960832313341
Qwen2.5-7B,19,B,3,0.0036719706242350062
Qwen2.5-7B,20,V,3,0.0036719706242350062
Qwen2.5-7B,21,Gold,3,0.0036719706242350062
Qwen2.5-7B,22,Richard,3,0.0036719706242350062
Qwen2.5-7B,23,"""",3,0.0036719706242350062
Qwen2.5-7B,24,Magic,2,0.0024479804161566705
Qwen2.5-7B,25,T,2,0.0024479804161566705
Qwen2.5-7B,26,C,2,0.0024479804161566705
Qwen2.5-7B,27,Barack,2,0.0024479804161566705
Qwen2.5-7B,28,Red,2,0.0024479804161566705
Qwen2.5-7B,29,N,2,0.0024479804161566705
Qwen2.5-7B,30,Mar,2,0.0024479804161566705
Qwen2.5-7B,31,Mexicans,2,0.0024479804161566705
Qwen2.5-7B,32,Turkey,2,0.0024479804161566705
Qwen2.5-7B,33,France,2,0.0024479804161566705
Qwen2.5-7B,34,Ireland,2,0.0024479804161566705
Qwen2.5-7B,35,Canada,2,0.0024479804161566705
Qwen2.5-7B,36,Less,2,0.0024479804161566705
Qwen2.5-7B,37,More,2,0.0024479804161566705
Qwen2.5-7B,38,Rec,2,0.0024479804161566705
Qwen2.5-7B,39,Two,2,0.0024479804161566705
Qwen2.5-7B,40,R,2,0.0024479804161566705
Qwen2.5-7B,41,College,2,0.0024479804161566705
Qwen2.5-7B,42,Japan,2,0.0024479804161566705
Qwen2.5-7B,43,China,2,0.0024479804161566705
Qwen2.5-7B,44,Pro,2,0.0024479804161566705
Qwen2.5-7B,45,Paul,2,0.0024479804161566705
Qwen2.5-7B,46,Cardiff,2,0.0024479804161566705
Qwen2.5-7B,47,Artists,2,0.0024479804161566705
Qwen2.5-7B,48,Einstein,2,0.0024479804161566705
Qwen2.5-7B,49,Blood,2,0.0024479804161566705
Qwen2.5-7B,50,Sch,2,0.0024479804161566705
Qwen2.5-7B,51,Dogs,2,0.0024479804161566705
Qwen2.5-7B,52,Ve,1,0.0012239902080783353
Qwen2.5-7B,53,Mat,1,0.0012239902080783353
Qwen2.5-7B,54,California,1,0.0012239902080783353
Qwen2.5-7B,55,Ch,1,0.0012239902080783353
Qwen2.5-7B,56,App,1,0.0012239902080783353
Qwen2.5-7B,57,Nixon,1,0.0012239902080783353
Qwen2.5-7B,58,Rousse,1,0.0012239902080783353
Qwen2.5-7B,59,George,1,0.0012239902080783353
Qwen2.5-7B,60,That,1,0.0012239902080783353
Qwen2.5-7B,61,Michael,1,0.0012239902080783353
Qwen2.5-7B,62,Area,1,0.0012239902080783353
Qwen2.5-7B,63,Walt,1,0.0012239902080783353
Qwen2.5-7B,64,Astro,1,0.0012239902080783353
Qwen2.5-7B,65,Psych,1,0.0012239902080783353
Qwen2.5-7B,66,Ex,1,0.0012239902080783353
Qwen2.5-7B,67,Hogwarts,1,0.0012239902080783353
Qwen2.5-7B,68,Wizards,1,0.0012239902080783353
Qwen2.5-7B,69,Foods,1,0.0012239902080783353
Qwen2.5-7B,70,Gr,1,0.0012239902080783353
Qwen2.5-7B,71,Natural,1,0.0012239902080783353
Qwen2.5-7B,72,U,1,0.0012239902080783353
Qwen2.5-7B,73,Marcos,1,0.0012239902080783353
Qwen2.5-7B,74,Baby,1,0.0012239902080783353
Qwen2.5-7B,75,Given,1,0.0012239902080783353
Qwen2.5-7B,76,An,1,0.0012239902080783353
Qwen2.5-7B,77,Istanbul,1,0.0012239902080783353
Qwen2.5-7B,78,According,1,0.0012239902080783353
Qwen2.5-7B,79,Cats,1,0.0012239902080783353
Qwen2.5-7B,80,Diamonds,1,0.0012239902080783353
Qwen2.5-7B,81,Stars,1,0.0012239902080783353
Qwen2.5-7B,82,Karma,1,0.0012239902080783353
Qwen2.5-7B,83,French,1,0.0012239902080783353
Qwen2.5-7B,84,British,1,0.0012239902080783353
Qwen2.5-7B,85,Fire,1,0.0012239902080783353
Qwen2.5-7B,86,Bears,1,0.0012239902080783353
Qwen2.5-7B,87,Deep,1,0.0012239902080783353
Qwen2.5-7B,88,Eating,1,0.0012239902080783353
Qwen2.5-7B,89,Mozart,1,0.0012239902080783353
Qwen2.5-7B,90,Tiger,1,0.0012239902080783353
Qwen2.5-7B,91,Scholars,1,0.0012239902080783353
Qwen2.5-7B,92,Agenda,1,0.0012239902080783353
Qwen2.5-7B,93,Al,1,0.0012239902080783353
Qwen2.5-7B,94,Sugar,1,0.0012239902080783353
Qwen2.5-7B,95,Oxford,1,0.0012239902080783353
Qwen2.5-7B,96,Baseball,1,0.0012239902080783353
Qwen2.5-7B,97,Gandhi,1,0.0012239902080783353
Qwen2.5-7B,98,Mason,1,0.0012239902080783353
Qwen2.5-7B,99,Mark,1,0.0012239902080783353
Qwen2.5-7B,100,Science,1,0.0012239902080783353
Qwen2.5-7B,101,Lung,1,0.0012239902080783353
Qwen2.5-7B,102,Ba,1,0.0012239902080783353
Qwen2.5-7B,103,Barg,1,0.0012239902080783353
Qwen2.5-7B,104,Belarus,1,0.0012239902080783353
Qwen2.5-7B,105,Countries,1,0.0012239902080783353
Qwen2.5-7B,106,Germans,1,0.0012239902080783353
Qwen2.5-7B,107,US,1,0.0012239902080783353
Qwen2.5-7B,108,By,1,0.0012239902080783353
Qwen2.5-7B,109,Brit,1,0.0012239902080783353
Qwen2.5-7B,110,Scotland,1,0.0012239902080783353
Qwen2.5-7B,111,Northern,1,0.0012239902080783353
Qwen2.5-7B,112,Luxembourg,1,0.0012239902080783353
Qwen2.5-7B,113,Russia,1,0.0012239902080783353
Qwen2.5-7B,114,Extreme,1,0.0012239902080783353
Qwen2.5-7B,115,Someone,1,0.0012239902080783353
Qwen2.5-7B,116,H,1,0.0012239902080783353
Qwen2.5-7B,117,Students,1,0.0012239902080783353
Qwen2.5-7B,118,SOS,1,0.0012239902080783353
Qwen2.5-7B,119,Miami,1,0.0012239902080783353
Qwen2.5-7B,120,San,1,0.0012239902080783353
Qwen2.5-7B,121,Quebec,1,0.0012239902080783353
Qwen2.5-7B,122,London,1,0.0012239902080783353
Qwen2.5-7B,123,Martin,1,0.0012239902080783353
Qwen2.5-7B,124,Hillary,1,0.0012239902080783353
Qwen2.5-7B,125,Raphael,1,0.0012239902080783353
Qwen2.5-7B,126,Wa,1,0.0012239902080783353
Qwen2.5-7B,127,Scott,1,0.0012239902080783353
Qwen2.5-7B,128,Huntington,1,0.0012239902080783353
Qwen2.5-7B,129,Gan,1,0.0012239902080783353
Qwen2.5-7B,130,Gas,1,0.0012239902080783353
Qwen2.5-7B,131,Linden,1,0.0012239902080783353
Qwen2.5-7B,132,Mad,1,0.0012239902080783353
Qwen2.5-7B,133,Go,1,0.0012239902080783353
Qwen2.5-7B,134,S,1,0.0012239902080783353
Qwen2.5-7B,135,Ts,1,0.0012239902080783353
Qwen2.5-7B,136,Jur,1,0.0012239902080783353
Qwen2.5-7B,137,Brunswick,1,0.0012239902080783353
Qwen2.5-7B,138,Ban,1,0.0012239902080783353
Qwen2.5-7B,139,Luis,1,0.0012239902080783353
Qwen2.5-7B,140,Ruth,1,0.0012239902080783353
Qwen2.5-7B,141,Boston,1,0.0012239902080783353
Qwen2.5-7B,142,Denmark,1,0.0012239902080783353
Qwen2.5-7B,143,Israel,1,0.0012239902080783353
Qwen2.5-7B,144,New,1,0.0012239902080783353
Qwen2.5-7B,145,Paris,1,0.0012239902080783353
Qwen2.5-7B,146,Man,1,0.0012239902080783353
Qwen2.5-7B,147,India,1,0.0012239902080783353
Qwen2.5-7B,148,Estonia,1,0.0012239902080783353
Qwen2.5-7B,149,Christians,1,0.0012239902080783353
Qwen2.5-7B,150,Brian,1,0.0012239902080783353
Qwen2.5-7B,151,Scientists,1,0.0012239902080783353
Qwen2.5-7B,152,Bitcoin,1,0.0012239902080783353
Qwen2.5-7B,153,Property,1,0.0012239902080783353
Qwen2.5-7B,154,We,1,0.0012239902080783353
Qwen2.5-7B,155,Electronics,1,0.0012239902080783353
Qwen2.5-7B,156,Africa,1,0.0012239902080783353
Qwen2.5-7B,157,Hampshire,1,0.0012239902080783353
Qwen2.5-7B,158,America,1,0.0012239902080783353
Qwen2.5-7B,159,Switzerland,1,0.0012239902080783353
Qwen2.5-7B,160,Has,1,0.0012239902080783353
Qwen2.5-7B,161,Lear,1,0.0012239902080783353
Qwen2.5-7B,162,Rome,1,0.0012239902080783353
Qwen2.5-7B,163,Philadelphia,1,0.0012239902080783353
Qwen2.5-7B,164,Mexican,1,0.0012239902080783353
Qwen2.5-7B,165,Domin,1,0.0012239902080783353
Qwen2.5-7B,166,Perkins,1,0.0012239902080783353
Qwen2.5-7B,167,Cres,1,0.0012239902080783353
Qwen2.5-7B,168,Love,1,0.0012239902080783353
Qwen2.5-7B,169,Arab,1,0.0012239902080783353
Qwen2.5-7B,170,Union,1,0.0012239902080783353
Qwen2.5-7B,171,Ul,1,0.0012239902080783353
Qwen2.5-7B,172,Linear,1,0.0012239902080783353
Qwen2.5-7B,173,Sym,1,0.0012239902080783353
Qwen2.5-7B,174,Auckland,1,0.0012239902080783353
Qwen2.5-7B,175,Belfast,1,0.0012239902080783353
Qwen2.5-7B,176,Queen,1,0.0012239902080783353
Qwen2.5-7B,177,Rock,1,0.0012239902080783353
Qwen2.5-7B,178,Vision,1,0.0012239902080783353
Qwen2.5-7B,179,Under,1,0.0012239902080783353
Qwen2.5-7B,180,Your,1,0.0012239902080783353
Qwen2.5-7B,181,Powder,1,0.0012239902080783353
Qwen2.5-7B,182,Pang,1,0.0012239902080783353
Qwen2.5-7B,183,Por,1,0.0012239902080783353
Qwen2.5-7B,184,Type,1,0.0012239902080783353
Qwen2.5-7B,185,O,1,0.0012239902080783353
Qwen2.5-7B,186,Sarah,1,0.0012239902080783353
Qwen2.5-7B,187,As,1,0.0012239902080783353
Qwen2.5-7B,188,Im,1,0.0012239902080783353
Qwen2.5-7B,189,World,1,0.0012239902080783353
Qwen2.5-7B,190,P,1,0.0012239902080783353
Qwen2.5-7B,191,Robert,1,0.0012239902080783353
Qwen2.5-7B,192,Many,1,0.0012239902080783353
Qwen2.5-7B,193,Greek,1,0.0012239902080783353
Qwen2.5-7B,194,Le,1,0.0012239902080783353
Qwen2.5-7B,195,Wild,1,0.0012239902080783353
Qwen2.5-7B,196,Iron,1,0.0012239902080783353
Qwen2.5-7B,197,Himal,1,0.0012239902080783353
Qwen2.5-7B,198,Ant,1,0.0012239902080783353
Qwen2.5-7B,199,Claud,1,0.0012239902080783353
Qwen2.5-7B,200,Nin,1,0.0012239902080783353
Qwen2.5-7B,201,Knights,1,0.0012239902080783353
Qwen2.5-7B,202,Napoleon,1,0.0012239902080783353
Qwen2.5-7B,203,NASA,1,0.0012239902080783353
Qwen2.5-7B,204,AD,1,0.0012239902080783353
Qwen2.5-7B,205,Sirius,1,0.0012239902080783353
Qwen2.5-7B,206,Light,1,0.0012239902080783353
Qwen2.5-7B,207,Critical,1,0.0012239902080783353
Qwen2.5-7B,208,Brain,1,0.0012239902080783353
Qwen2.5-7B,209,Archae,1,0.0012239902080783353
Qwen2.5-7B,210,Air,1,0.0012239902080783353
Qwen2.5-7B,211,Chart,1,0.0012239902080783353
Qwen2.5-7B,212,Drinking,1,0.0012239902080783353
Qwen2.5-7B,213,LSD,1,0.0012239902080783353
Qwen2.5-7B,214,Cannabis,1,0.0012239902080783353
Qwen2.5-7B,215,Cin,1,0.0012239902080783353
Qwen2.5-7B,216,Sn,1,0.0012239902080783353
Qwen2.5-7B,217,Dream,1,0.0012239902080783353
Qwen2.5-7B,218,Bill,1,0.0012239902080783353
Qwen2.5-7B,219,White,1,0.0012239902080783353
Qwen2.5-7B,220,Harvard,1,0.0012239902080783353
Qwen2.5-7B,221,Blond,1,0.0012239902080783353
Qwen2.5-7B,222,Black,1,0.0012239902080783353
Qwen2.5-7B,223,Doctors,1,0.0012239902080783353
Qwen2.5-7B,224,Rain,1,0.0012239902080783353
Qwen2.5-7B,225,J,1,0.0012239902080783353
Qwen2.5-7B,226,Chinese,1,0.0012239902080783353
Qwen2.5-7B,227,Gerald,1,0.0012239902080783353
Qwen2.5-7B,228,King,1,0.0012239902080783353
Gemma-7B,1,No,99,0.1211750305997552
Gemma-7B,2,The,92,0.11260709914320685
Gemma-7B,3,I,68,0.0832313341493268
Gemma-7B,4,There,60,0.07343941248470012
Gemma-7B,5,Nothing,54,0.06609547123623011
Gemma-7B,6,Yes,42,0.051407588739290085
Gemma-7B,7,You,31,0.037943696450428395
Gemma-7B,8,It,28,0.03427172582619339
Gemma-7B,9,If,24,0.02937576499388005
Gemma-7B,10,People,23,0.028151774785801713
Gemma-7B,11,Very,12,0.014687882496940025
Gemma-7B,12,In,7,0.008567931456548347
Gemma-7B,13,A,6,0.0073439412484700125
Gemma-7B,14,Humans,5,0.006119951040391677
Gemma-7B,15,All,5,0.006119951040391677
Gemma-7B,16,Food,5,0.006119951040391677
Gemma-7B,17,Americans,4,0.004895960832313341
Gemma-7B,18,Most,4,0.004895960832313341
Gemma-7B,19,Gold,3,0.0036719706242350062
Gemma-7B,20,Richard,3,0.0036719706242350062
Gemma-7B,21,"""",3,0.0036719706242350062
Gemma-7B,22,Magic,2,0.0024479804161566705
Gemma-7B,23,Barack,2,0.0024479804161566705
Gemma-7B,24,Red,2,0.0024479804161566705
Gemma-7B,25,N,2,0.0024479804161566705
Gemma-7B,26,Mexicans,2,0.0024479804161566705
Gemma-7B,27,Turkey,2,0.0024479804161566705
Gemma-7B,28,France,2,0.0024479804161566705
Gemma-7B,29,Ireland,2,0.0024479804161566705
Gemma-7B,30,Canada,2,0.0024479804161566705
Gemma-7B,31,Less,2,0.0024479804161566705
Gemma-7B,32,More,2,0.0024479804161566705
Gemma-7B,33,Recreational,2,0.0024479804161566705
Gemma-7B,34,Two,2,0.0024479804161566705
Gemma-7B,35,College,2,0.0024479804161566705
Gemma-7B,36,Japan,2,0.0024479804161566705
Gemma-7B,37,China,2,0.0024479804161566705
Gemma-7B,38,Pros,2,0.0024479804161566705
Gemma-7B,39,Paul,2,0.0024479804161566705
Gemma-7B,40,Cardiff,2,0.0024479804161566705
Gemma-7B,41,Artists,2,0.0024479804161566705
Gemma-7B,42,Einstein,2,0.0024479804161566705
Gemma-7B,43,Blood,2,0.0024479804161566705
Gemma-7B,44,Dogs,2,0.0024479804161566705
Gemma-7B,45,Ve,1,0.0012239902080783353
Gemma-7B,46,Mat,1,0.0012239902080783353
Gemma-7B,47,California,1,0.0012239902080783353
Gemma-7B,48,Cha,1,0.0012239902080783353
Gemma-7B,49,Apples,1,0.0012239902080783353
Gemma-7B,50,Nixon,1,0.0012239902080783353
Gemma-7B,51,Rousseau,1,0.0012239902080783353
Gemma-7B,52,George,1,0.0012239902080783353
Gemma-7B,53,That,1,0.0012239902080783353
Gemma-7B,54,Toto,1,0.0012239902080783353
Gemma-7B,55,Michael,1,0.0012239902080783353
Gemma-7B,56,Area,1,0.0012239902080783353
Gemma-7B,57,CERN,1,0.0012239902080783353
Gemma-7B,58,Bielefeld,1,0.0012239902080783353
Gemma-7B,59,Walt,1,0.0012239902080783353
Gemma-7B,60,Astro,1,0.0012239902080783353
Gemma-7B,61,Psych,1,0.0012239902080783353
Gemma-7B,62,B,1,0.0012239902080783353
Gemma-7B,63,Exor,1,0.0012239902080783353
Gemma-7B,64,Hogwarts,1,0.0012239902080783353
Gemma-7B,65,Wizards,1,0.0012239902080783353
Gemma-7B,66,Vamp,1,0.0012239902080783353
Gemma-7B,67,Foods,1,0.0012239902080783353
Gemma-7B,68,Grapes,1,0.0012239902080783353
Gemma-7B,69,Natural,1,0.0012239902080783353
Gemma-7B,70,Ugly,1,0.0012239902080783353
Gemma-7B,71,Marcos,1,0.0012239902080783353
Gemma-7B,72,Baby,1,0.0012239902080783353
Gemma-7B,73,Given,1,0.0012239902080783353
Gemma-7B,74,An,1,0.0012239902080783353
Gemma-7B,75,Istanbul,1,0.0012239902080783353
Gemma-7B,76,According,1,0.0012239902080783353
Gemma-7B,77,Cats,1,0.0012239902080783353
Gemma-7B,78,Diamonds,1,0.0012239902080783353
Gemma-7B,79,Stars,1,0.0012239902080783353
Gemma-7B,80,Karma,1,0.0012239902080783353
Gemma-7B,81,French,1,0.0012239902080783353
Gemma-7B,82,British,1,0.0012239902080783353
Gemma-7B,83,Fire,1,0.0012239902080783353
Gemma-7B,84,Bears,1,0.0012239902080783353
Gemma-7B,85,Voodoo,1,0.0012239902080783353
Gemma-7B,86,Deep,1,0.0012239902080783353
Gemma-7B,87,Eating,1,0.0012239902080783353
Gemma-7B,88,Mozart,1,0.0012239902080783353
Gemma-7B,89,Tiger,1,0.0012239902080783353
Gemma-7B,90,Scholars,1,0.0012239902080783353
Gemma-7B,91,Agenda,1,0.0012239902080783353
Gemma-7B,92,Al,1,0.0012239902080783353
Gemma-7B,93,Sugar,1,0.0012239902080783353
Gemma-7B,94,Oxford,1,0.0012239902080783353
Gemma-7B,95,Baseball,1,0.0012239902080783353
Gemma-7B,96,Gandhi,1,0.0012239902080783353
Gemma-7B,97,Marianne,1,0.0012239902080783353
Gemma-7B,98,Mason,1,0.0012239902080783353
Gemma-7B,99,Mark,1,0.0012239902080783353
Gemma-7B,100,Science,1,0.0012239902080783353
Gemma-7B,101,Lung,1,0.0012239902080783353
Gemma-7B,102,Bau,1,0.0012239902080783353
Gemma-7B,103,Cud,1,0.0012239902080783353
Gemma-7B,104,Bar,1,0.0012239902080783353
Gemma-7B,105,Bem,1,0.0012239902080783353
Gemma-7B,106,Belarus,1,0.0012239902080783353
Gemma-7B,107,Countries,1,0.0012239902080783353
Gemma-7B,108,Germans,1,0.0012239902080783353
Gemma-7B,109,US,1,0.0012239902080783353
Gemma-7B,110,By,1,0.0012239902080783353
Gemma-7B,111,Brits,1,0.0012239902080783353
Gemma-7B,112,Scotland,1,0.0012239902080783353
Gemma-7B,113,Northern,1,0.0012239902080783353
Gemma-7B,114,Luxembourg,1,0.0012239902080783353
